0,3026,-0.335416666667,-0.383333333333
7,1542,-0.189583333333,-0.0479166666667
1,1403,-0.314583333333,-0.335416666667
5,1194,-0.23125,-0.14375
4,956,-0.252083333333,-0.191666666667
9,825,-0.147916666667,0.0479166666667
2,810,-0.29375,-0.2875
6,439,-0.210416666667,-0.0958333333333
3,295,-0.272916666667,-0.239583333333
8,1,-0.16875,0.0
20,277,0.08125,0.575
5,270,-0.23125,-0.14375
0,270,-0.335416666667,-0.383333333333
4,261,-0.252083333333,-0.191666666667
10,247,-0.127083333333,0.0958333333333
70,209,1.12291666667,2.97083333333
7,195,-0.189583333333,-0.0479166666667
71,192,1.14375,3.01875
2,163,-0.29375,-0.2875
40,156,0.497916666667,1.53333333333
9,155,-0.147916666667,0.0479166666667
30,153,0.289583333333,1.05416666667
47,149,0.64375,1.86875
54,141,0.789583333333,2.20416666667
11,135,-0.10625,0.14375
92,127,1.58125,4.025
17,125,0.01875,0.43125
77,111,1.26875,3.30625
57,111,0.852083333333,2.34791666667
15,110,-0.0229166666667,0.335416666667
1,92,-0.314583333333,-0.335416666667
72,90,1.16458333333,3.06666666667
41,87,0.51875,1.58125
55,79,0.810416666667,2.25208333333
56,76,0.83125,2.3
90,71,1.53958333333,3.92916666667
79,71,1.31041666667,3.40208333333
50,71,0.70625,2.0125
6,71,-0.210416666667,-0.0958333333333
93,64,1.60208333333,4.07291666667
61,61,0.935416666667,2.53958333333
29,60,0.26875,1.00625
60,57,0.914583333333,2.49166666667
49,57,0.685416666667,1.96458333333
91,53,1.56041666667,3.97708333333
51,53,0.727083333333,2.06041666667
75,49,1.22708333333,3.21041666667
96,37,1.66458333333,4.21666666667
3,34,-0.272916666667,-0.239583333333
14,33,-0.04375,0.2875
27,31,0.227083333333,0.910416666667
63,30,0.977083333333,2.63541666667
59,28,0.89375,2.44375
97,26,1.68541666667,4.26458333333
69,26,1.10208333333,2.92291666667
67,25,1.06041666667,2.82708333333
95,22,1.64375,4.16875
22,20,0.122916666667,0.670833333333
76,18,1.24791666667,3.25833333333
73,18,1.18541666667,3.11458333333
74,17,1.20625,3.1625
45,17,0.602083333333,1.77291666667
16,12,-0.00208333333333,0.383333333333
64,11,0.997916666667,2.68333333333
19,11,0.0604166666667,0.527083333333
21,10,0.102083333333,0.622916666667
65,9,1.01875,2.73125
42,9,0.539583333333,1.62916666667
94,8,1.62291666667,4.12083333333
44,8,0.58125,1.725
23,8,0.14375,0.71875
99,7,1.72708333333,4.36041666667
26,7,0.20625,0.8625
12,7,-0.0854166666667,0.191666666667
25,5,0.185416666667,0.814583333333
62,4,0.95625,2.5875
53,4,0.76875,2.15625
34,4,0.372916666667,1.24583333333
13,4,-0.0645833333333,0.239583333333
35,3,0.39375,1.29375
66,2,1.03958333333,2.77916666667
43,2,0.560416666667,1.67708333333
37,2,0.435416666667,1.38958333333
24,2,0.164583333333,0.766666666667
87,1,1.47708333333,3.78541666667
58,1,0.872916666667,2.39583333333
46,1,0.622916666667,1.82083333333
36,1,0.414583333333,1.34166666667
31,1,0.310416666667,1.10208333333
54,88,0.789583333333,2.20416666667
302,85,5.95625,14.0875
710,82,14.45625,33.6375
200,80,3.83125,9.2
5,69,-0.23125,-0.14375
40,68,0.497916666667,1.53333333333
547,67,11.0604166667,25.8270833333
104,67,1.83125,4.6
920,64,18.83125,43.7
110,55,1.95625,4.8875
20,52,0.08125,0.575
720,50,14.6645833333,34.1166666667
105,44,1.85208333333,4.64791666667
930,43,19.0395833333,44.1791666667
70,38,1.12291666667,2.97083333333
41,38,0.51875,1.58125
0,37,-0.335416666667,-0.383333333333
705,36,14.3520833333,33.3979166667
57,35,0.852083333333,2.34791666667
29,35,0.26875,1.00625
917,34,18.76875,43.55625
292,34,5.74791666667,13.6083333333
204,33,3.91458333333,9.39166666667
707,32,14.39375,33.49375
477,32,9.60208333333,22.4729166667
207,32,3.97708333333,9.53541666667
471,31,9.47708333333,22.1854166667
172,31,3.24791666667,7.85833333333
71,31,1.14375,3.01875
49,29,0.685416666667,1.96458333333
400,27,7.99791666667,18.7833333333
4,27,-0.252083333333,-0.191666666667
571,25,11.5604166667,26.9770833333
47,25,0.64375,1.86875
470,24,9.45625,22.1375
407,24,8.14375,19.11875
570,23,11.5395833333,26.9291666667
540,23,10.9145833333,25.4916666667
170,23,3.20625,7.7625
156,23,2.91458333333,7.09166666667
409,22,8.18541666667,19.2145833333
792,21,16.1645833333,37.5666666667
209,21,4.01875,9.63125
93,21,1.60208333333,4.07291666667
630,20,12.7895833333,29.8041666667
617,20,12.51875,29.18125
411,20,8.22708333333,19.3104166667
92,20,1.58125,4.025
30,20,0.289583333333,1.05416666667
560,19,11.33125,26.45
155,19,2.89375,7.04375
90,19,1.53958333333,3.92916666667
77,19,1.26875,3.30625
11,19,-0.10625,0.14375
771,18,15.7270833333,36.5604166667
770,18,15.70625,36.5125
704,18,14.33125,33.35
56,18,0.83125,2.3
757,17,15.4354166667,35.8895833333
671,17,13.64375,31.76875
55,17,0.810416666667,2.25208333333
772,16,15.7479166667,36.6083333333
79,16,1.31041666667,3.40208333333
7,16,-0.189583333333,-0.0479166666667
715,15,14.5604166667,33.8770833333
711,15,14.4770833333,33.6854166667
702,15,14.2895833333,33.2541666667
611,15,12.39375,28.89375
515,15,10.39375,24.29375
415,15,8.31041666667,19.5020833333
177,15,3.35208333333,8.09791666667
91,15,1.56041666667,3.97708333333
963,14,19.7270833333,45.7604166667
579,14,11.7270833333,27.3604166667
569,14,11.51875,26.88125
550,14,11.1229166667,25.9708333333
